source,target,relation,source_name,target_name,description
single_crystal_furnace_industry,wafer_foundry_industry,supply_to,单晶炉,晶圆代工,单晶炉供给wafer_foundry_industry相关制造/封测环节。
lithography_equipment_industry,ic_manufacturing_equipment_industry,is_a,光刻机,IC制造设备,来自Excel层级：IC制造 / 光刻设备。
etch_equipment_industry,ic_manufacturing_equipment_industry,is_a,刻蚀设备,IC制造设备,来自Excel层级：IC制造 / 刻蚀设备。
ion_implantation_equipment_industry,ic_manufacturing_equipment_industry,is_a,离子注入设备,IC制造设备,来自Excel层级：IC制造 / 离子注入。
ion_implantation_equipment_industry,wafer_foundry_industry,supply_to,离子注入设备,晶圆代工,离子注入设备供给wafer_foundry_industry相关制造/封测环节。
thin_film_deposition_equipment_industry,ic_manufacturing_equipment_industry,is_a,薄膜沉积设备,IC制造设备,来自Excel层级：IC制造 / 薄膜沉积。
thin_film_deposition_equipment_industry,wafer_foundry_industry,supply_to,薄膜沉积设备,晶圆代工,薄膜沉积设备供给wafer_foundry_industry相关制造/封测环节。
polishing_equipment_industry,ic_manufacturing_equipment_industry,is_a,抛光设备,IC制造设备,来自Excel层级：IC制造 / 抛光设备。
polishing_equipment_industry,wafer_foundry_industry,supply_to,抛光设备,晶圆代工,抛光设备供给wafer_foundry_industry相关制造/封测环节。
cleaning_equipment_industry,ic_manufacturing_equipment_industry,is_a,清洗设备,IC制造设备,来自Excel层级：IC制造 / 清洗设备。
cleaning_equipment_industry,wafer_foundry_industry,supply_to,清洗设备,晶圆代工,清洗设备供给wafer_foundry_industry相关制造/封测环节。
packaging_equipment_industry,packaging_testing_equipment_industry,is_a,封装设备,封测设备,来自Excel层级：封测设备 / 封装设备。
packaging_equipment_industry,packaging_testing_industry,supply_to,封装设备,封装测试,封装设备供给packaging_testing_industry相关制造/封测环节。
testing_equipment_industry,packaging_testing_equipment_industry,is_a,测试设备,封测设备,来自Excel层级：封测设备 / 测试设备。
testing_equipment_industry,packaging_testing_industry,supply_to,测试设备,封装测试,测试设备供给packaging_testing_industry相关制造/封测环节。
dicing_machine_industry,packaging_testing_equipment_industry,is_a,划片机,封测设备,来自Excel层级：其它设备 / 划片机。
dicing_machine_industry,packaging_testing_industry,supply_to,划片机,封装测试,划片机供给packaging_testing_industry相关制造/封测环节。
sorting_machine_industry,packaging_testing_equipment_industry,is_a,分选机,封测设备,来自Excel层级：其它设备 / 分选机。
sorting_machine_industry,packaging_testing_industry,supply_to,分选机,封装测试,分选机供给packaging_testing_industry相关制造/封测环节。
measurement_equipment_industry,semiconductor_equipment_industry,is_a,测量设备,半导体设备,来自Excel层级：其它设备 / 测量设备。
measurement_equipment_industry,wafer_foundry_industry,supply_to,测量设备,晶圆代工,测量设备供给wafer_foundry_industry相关制造/封测环节。
semiconductor_temperature_control_equipment_industry,semiconductor_equipment_industry,is_a,半导体温控设备,半导体设备,来自Excel层级：其它设备 / 温控设备。
semiconductor_temperature_control_equipment_industry,wafer_foundry_industry,supply_to,半导体温控设备,晶圆代工,半导体温控设备供给wafer_foundry_industry相关制造/封测环节。
cleanroom_service_industry,semiconductor_cleanroom_industry,is_a,洁净室服务,半导体洁净室,来自Excel层级：洁净室 / 其他。
cleanroom_service_industry,wafer_foundry_industry,supply_to,洁净室服务,晶圆代工,洁净室服务供给wafer_foundry_industry相关制造/封测环节。
cleanroom_equipment_industry,semiconductor_cleanroom_industry,is_a,洁净室设备,半导体洁净室,来自Excel层级：洁净室 / 设备。
cleanroom_equipment_industry,wafer_foundry_industry,supply_to,洁净室设备,晶圆代工,洁净室设备供给wafer_foundry_industry相关制造/封测环节。
cleanroom_engineering_industry,semiconductor_cleanroom_industry,is_a,洁净室工程,半导体洁净室,来自Excel层级：洁净室 / 项目工程。
cleanroom_engineering_industry,wafer_foundry_industry,supply_to,洁净室工程,晶圆代工,洁净室工程供给wafer_foundry_industry相关制造/封测环节。
cmp_equipment_industry,polishing_equipment_industry,is_a,CMP设备,抛光设备,对齐Excel半导体设备产业链层级。
wafer_thinning_equipment_industry,polishing_equipment_industry,is_a,晶圆减薄设备,抛光设备,对齐Excel半导体设备产业链层级。
single_wafer_wet_equipment_industry,cleaning_equipment_industry,is_a,单片式湿法设备,清洗设备,对齐Excel半导体设备产业链层级。
semiconductor_metrology_equipment_industry,measurement_equipment_industry,is_a,半导体量测设备,测量设备,对齐Excel半导体设备产业链层级。
semiconductor_inspection_equipment_industry,measurement_equipment_industry,is_a,半导体检测设备,测量设备,对齐Excel半导体设备产业链层级。
advanced_packaging_equipment_industry,packaging_equipment_industry,is_a,先进封装设备,封装设备,对齐Excel半导体设备产业链层级。
ic_testing_service_industry,testing_equipment_industry,is_a,集成电路测试服务,测试设备,对齐Excel半导体设备产业链层级。
semiconductor_cleanroom_industry,packaging_testing_industry,supply_to,半导体洁净室,封装测试,洁净室相关产业也供给封测产线。
cleanroom_equipment_industry,packaging_testing_industry,supply_to,洁净室设备,封装测试,洁净室相关产业也供给封测产线。
cleanroom_engineering_industry,packaging_testing_industry,supply_to,洁净室工程,封装测试,洁净室相关产业也供给封测产线。
cleanroom_service_industry,packaging_testing_industry,supply_to,洁净室服务,封装测试,洁净室相关产业也供给封测产线。
intelligent_driving_perception_positioning_industry,intelligent_driving_industry,is_a,智能驾驶感知与定位设备,智能驾驶,补充AI终端产业链环节归类。
intelligent_driving_communication_industry,intelligent_driving_industry,is_a,智能驾驶通信设备,智能驾驶,补充AI终端产业链环节归类。
intelligent_driving_compute_control_industry,intelligent_driving_industry,is_a,智能驾驶计算控制设备,智能驾驶,补充AI终端产业链环节归类。
intelligent_driving_actuation_industry,intelligent_driving_industry,is_a,智能驾驶执行系统,智能驾驶,补充AI终端产业链环节归类。
intelligent_driving_software_industry,intelligent_driving_industry,is_a,智能驾驶软件,智能驾驶,补充AI终端产业链环节归类。
intelligent_vehicle_manufacturing_industry,intelligent_driving_industry,is_a,智能汽车整车制造,智能驾驶,补充AI终端产业链环节归类。
humanoid_robot_actuator_component_industry,humanoid_robot_industry,is_a,人形机器人执行部件,人形机器人,补充AI终端产业链环节归类。
humanoid_robot_perception_component_industry,humanoid_robot_industry,is_a,人形机器人感知设备,人形机器人,补充AI终端产业链环节归类。
humanoid_robot_chip_component_industry,humanoid_robot_industry,is_a,人形机器人芯片与存储,人形机器人,补充AI终端产业链环节归类。
humanoid_robot_software_industry,humanoid_robot_industry,is_a,人形机器人软件,人形机器人,补充AI终端产业链环节归类。
phone_memory_industry,ai_phone_industry,is_a,手机存储器,AI手机,补充孤立节点的ontology上级。
phone_ai_chip_industry,ai_phone_industry,is_a,手机AI芯片,AI手机,补充孤立节点的ontology上级。
phone_camera_industry,ai_phone_industry,is_a,手机摄像,AI手机,补充孤立节点的ontology上级。
phone_heat_dissipation_industry,ai_phone_industry,is_a,手机散热,AI手机,补充孤立节点的ontology上级。
aipc_memory_industry,aipc_industry,is_a,AIPC存储器,AIPC,补充孤立节点的ontology上级。
aipc_chip_industry,aipc_industry,is_a,AIPC芯片,AIPC,补充孤立节点的ontology上级。
aipc_equipment_industry,aipc_industry,is_a,AIPC整机设备,AIPC,补充孤立节点的ontology上级。
aipc_heat_dissipation_industry,aipc_industry,is_a,AIPC散热,AIPC,补充孤立节点的ontology上级。
gnss_industry,intelligent_driving_perception_positioning_industry,is_a,GNSS,智能驾驶感知与定位设备,补充孤立节点的ontology上级。
imu_industry,intelligent_driving_perception_positioning_industry,is_a,IMU,智能驾驶感知与定位设备,补充孤立节点的ontology上级。
lidar_industry,intelligent_driving_perception_positioning_industry,is_a,激光雷达,智能驾驶感知与定位设备,补充孤立节点的ontology上级。
millimeter_wave_radar_industry,intelligent_driving_perception_positioning_industry,is_a,毫米波雷达,智能驾驶感知与定位设备,补充孤立节点的ontology上级。
vehicle_camera_industry,intelligent_driving_perception_positioning_industry,is_a,车载摄像头,智能驾驶感知与定位设备,补充孤立节点的ontology上级。
hd_map_industry,intelligent_driving_perception_positioning_industry,is_a,高精度地图,智能驾驶感知与定位设备,补充孤立节点的ontology上级。
vehicle_sensor_industry,intelligent_driving_perception_positioning_industry,is_a,车载传感器,智能驾驶感知与定位设备,补充孤立节点的ontology上级。
vehicle_information_terminal_industry,intelligent_driving_perception_positioning_industry,is_a,车载信息终端设备,智能驾驶感知与定位设备,补充孤立节点的ontology上级。
v2x_industry,intelligent_driving_communication_industry,is_a,V2X,智能驾驶通信设备,补充孤立节点的ontology上级。
tbox_industry,intelligent_driving_communication_industry,is_a,T-Box,智能驾驶通信设备,补充孤立节点的ontology上级。
vehicle_communication_module_industry,intelligent_driving_communication_industry,is_a,车载通信模组,智能驾驶通信设备,补充孤立节点的ontology上级。
vehicle_communication_chip_industry,intelligent_driving_communication_industry,is_a,车载通信芯片,智能驾驶通信设备,补充孤立节点的ontology上级。
autonomous_driving_chip_industry,intelligent_driving_compute_control_industry,is_a,自动驾驶芯片,智能驾驶计算控制设备,补充孤立节点的ontology上级。
domain_controller_industry,intelligent_driving_compute_control_industry,is_a,域控制器,智能驾驶计算控制设备,补充孤立节点的ontology上级。
intelligent_chassis_industry,intelligent_driving_actuation_industry,is_a,智能底盘,智能驾驶执行系统,补充孤立节点的ontology上级。
adas_software_industry,intelligent_driving_software_industry,is_a,ADAS与自动驾驶软件,智能驾驶软件,补充孤立节点的ontology上级。
autonomous_vehicle_manufacturing_industry,intelligent_vehicle_manufacturing_industry,is_a,自动驾驶整车制造,智能汽车整车制造,补充孤立节点的ontology上级。
robot_reducer_industry,humanoid_robot_actuator_component_industry,is_a,机器人减速器,人形机器人执行部件,补充孤立节点的ontology上级。
robot_encoder_industry,humanoid_robot_actuator_component_industry,is_a,机器人编码器,人形机器人执行部件,补充孤立节点的ontology上级。
robot_bearing_industry,humanoid_robot_actuator_component_industry,is_a,机器人轴承,人形机器人执行部件,补充孤立节点的ontology上级。
servo_motor_industry,humanoid_robot_actuator_component_industry,is_a,伺服电机,人形机器人执行部件,补充孤立节点的ontology上级。
robot_sensor_industry,humanoid_robot_perception_component_industry,is_a,机器人传感器,人形机器人感知设备,补充孤立节点的ontology上级。
machine_vision_industry,humanoid_robot_perception_component_industry,is_a,机器视觉,人形机器人感知设备,补充孤立节点的ontology上级。
robot_memory_industry,humanoid_robot_chip_component_industry,is_a,机器人存储器,人形机器人芯片与存储,补充孤立节点的ontology上级。
robot_ai_chip_industry,humanoid_robot_chip_component_industry,is_a,机器人AI芯片,人形机器人芯片与存储,补充孤立节点的ontology上级。
robot_operating_system_industry,humanoid_robot_software_industry,is_a,机器人操作系统软件,人形机器人软件,补充孤立节点的ontology上级。
ai_glasses_industry,ai_terminal_industry,is_a,AI眼镜,人工智能终端,AI眼镜属于人工智能终端。
ai_glasses_component_industry,ai_glasses_industry,is_a,AI眼镜零部件,AI眼镜,AI眼镜产业链环节。
ai_glasses_optical_display_industry,ai_glasses_industry,is_a,AI眼镜光学显示,AI眼镜,AI眼镜产业链环节。
ai_glasses_compute_chip_industry,ai_glasses_industry,is_a,AI眼镜计算芯片,AI眼镜,AI眼镜产业链环节。
ai_glasses_perception_industry,ai_glasses_industry,is_a,AI眼镜感知模组,AI眼镜,AI眼镜产业链环节。
ai_glasses_interaction_industry,ai_glasses_industry,is_a,AI眼镜交互模组,AI眼镜,AI眼镜产业链环节。
ai_glasses_power_structure_industry,ai_glasses_industry,is_a,AI眼镜电池与结构件,AI眼镜,AI眼镜产业链环节。
ai_glasses_software_industry,ai_glasses_industry,is_a,AI眼镜软件,AI眼镜,AI眼镜产业链环节。
ar_optical_waveguide_industry,ai_glasses_optical_display_industry,is_a,AR光波导,AI眼镜光学显示,AI眼镜产业链细分节点。
birdbath_optics_industry,ai_glasses_optical_display_industry,is_a,Birdbath光学模组,AI眼镜光学显示,AI眼镜产业链细分节点。
micro_led_display_industry,ai_glasses_optical_display_industry,is_a,Micro LED显示,AI眼镜光学显示,AI眼镜产业链细分节点。
micro_oled_display_industry,ai_glasses_optical_display_industry,is_a,Micro OLED显示,AI眼镜光学显示,AI眼镜产业链细分节点。
lcos_display_industry,ai_glasses_optical_display_industry,is_a,LCoS显示,AI眼镜光学显示,AI眼镜产业链细分节点。
ar_optical_engine_industry,ai_glasses_optical_display_industry,is_a,AR光机,AI眼镜光学显示,AI眼镜产业链细分节点。
ai_glasses_soc_industry,ai_glasses_compute_chip_industry,is_a,AI眼镜SoC,AI眼镜计算芯片,AI眼镜产业链细分节点。
ai_glasses_npu_industry,ai_glasses_compute_chip_industry,is_a,AI眼镜NPU,AI眼镜计算芯片,AI眼镜产业链细分节点。
low_power_ai_chip_industry,ai_glasses_compute_chip_industry,is_a,低功耗AI芯片,AI眼镜计算芯片,AI眼镜产业链细分节点。
wireless_connectivity_chip_industry,ai_glasses_compute_chip_industry,is_a,无线连接芯片,AI眼镜计算芯片,AI眼镜产业链细分节点。
ai_glasses_memory_industry,ai_glasses_compute_chip_industry,is_a,AI眼镜存储器,AI眼镜计算芯片,AI眼镜产业链细分节点。
ai_glasses_camera_module_industry,ai_glasses_perception_industry,is_a,AI眼镜摄像头模组,AI眼镜感知模组,AI眼镜产业链细分节点。
eye_tracking_module_industry,ai_glasses_perception_industry,is_a,眼动追踪模组,AI眼镜感知模组,AI眼镜产业链细分节点。
slam_sensor_industry,ai_glasses_perception_industry,is_a,SLAM传感器,AI眼镜感知模组,AI眼镜产业链细分节点。
depth_sensor_industry,ai_glasses_perception_industry,is_a,深度传感器,AI眼镜感知模组,AI眼镜产业链细分节点。
imu_wearable_industry,ai_glasses_perception_industry,is_a,可穿戴IMU,AI眼镜感知模组,AI眼镜产业链细分节点。
ai_glasses_microphone_industry,ai_glasses_interaction_industry,is_a,AI眼镜麦克风,AI眼镜交互模组,AI眼镜产业链细分节点。
ai_glasses_speaker_industry,ai_glasses_interaction_industry,is_a,AI眼镜扬声器,AI眼镜交互模组,AI眼镜产业链细分节点。
bone_conduction_acoustic_industry,ai_glasses_interaction_industry,is_a,骨传导声学模组,AI眼镜交互模组,AI眼镜产业链细分节点。
gesture_interaction_module_industry,ai_glasses_interaction_industry,is_a,手势交互模组,AI眼镜交互模组,AI眼镜产业链细分节点。
wearable_battery_industry,ai_glasses_power_structure_industry,is_a,可穿戴电池,AI眼镜电池与结构件,AI眼镜产业链细分节点。
ai_glasses_heat_dissipation_industry,ai_glasses_power_structure_industry,is_a,AI眼镜散热,AI眼镜电池与结构件,AI眼镜产业链细分节点。
lightweight_structural_parts_industry,ai_glasses_power_structure_industry,is_a,轻量化结构件,AI眼镜电池与结构件,AI眼镜产业链细分节点。
ai_glasses_assembly_industry,ai_glasses_power_structure_industry,is_a,AI眼镜整机组装,AI眼镜电池与结构件,AI眼镜产业链细分节点。
ai_glasses_os_industry,ai_glasses_software_industry,is_a,AI眼镜操作系统软件,AI眼镜软件,AI眼镜产业链细分节点。
spatial_computing_software_industry,ai_glasses_software_industry,is_a,空间计算软件,AI眼镜软件,AI眼镜产业链细分节点。
multimodal_interaction_software_industry,ai_glasses_software_industry,is_a,多模态交互软件,AI眼镜软件,AI眼镜产业链细分节点。
ai_glasses_edge_model_industry,ai_glasses_software_industry,is_a,AI眼镜端侧大模型,AI眼镜软件,AI眼镜产业链细分节点。
ai_glasses_optical_display_industry,ai_glasses_industry,supply_to,AI眼镜光学显示,AI眼镜,AI眼镜产业链环节供给AI眼镜终端。
ai_glasses_compute_chip_industry,ai_glasses_industry,supply_to,AI眼镜计算芯片,AI眼镜,AI眼镜产业链环节供给AI眼镜终端。
ai_glasses_perception_industry,ai_glasses_industry,supply_to,AI眼镜感知模组,AI眼镜,AI眼镜产业链环节供给AI眼镜终端。
ai_glasses_interaction_industry,ai_glasses_industry,supply_to,AI眼镜交互模组,AI眼镜,AI眼镜产业链环节供给AI眼镜终端。
ai_glasses_power_structure_industry,ai_glasses_industry,supply_to,AI眼镜电池与结构件,AI眼镜,AI眼镜产业链环节供给AI眼镜终端。
ai_glasses_software_industry,ai_glasses_industry,supply_to,AI眼镜软件,AI眼镜,AI眼镜产业链环节供给AI眼镜终端。
ar_optical_waveguide_industry,ai_glasses_optical_display_industry,supply_to,AR光波导,AI眼镜光学显示,细分零部件/软件供给AI眼镜产业链环节。
birdbath_optics_industry,ai_glasses_optical_display_industry,supply_to,Birdbath光学模组,AI眼镜光学显示,细分零部件/软件供给AI眼镜产业链环节。
micro_led_display_industry,ai_glasses_optical_display_industry,supply_to,Micro LED显示,AI眼镜光学显示,细分零部件/软件供给AI眼镜产业链环节。
micro_oled_display_industry,ai_glasses_optical_display_industry,supply_to,Micro OLED显示,AI眼镜光学显示,细分零部件/软件供给AI眼镜产业链环节。
lcos_display_industry,ai_glasses_optical_display_industry,supply_to,LCoS显示,AI眼镜光学显示,细分零部件/软件供给AI眼镜产业链环节。
ar_optical_engine_industry,ai_glasses_optical_display_industry,supply_to,AR光机,AI眼镜光学显示,细分零部件/软件供给AI眼镜产业链环节。
ai_glasses_soc_industry,ai_glasses_compute_chip_industry,supply_to,AI眼镜SoC,AI眼镜计算芯片,细分零部件/软件供给AI眼镜产业链环节。
ai_glasses_npu_industry,ai_glasses_compute_chip_industry,supply_to,AI眼镜NPU,AI眼镜计算芯片,细分零部件/软件供给AI眼镜产业链环节。
low_power_ai_chip_industry,ai_glasses_compute_chip_industry,supply_to,低功耗AI芯片,AI眼镜计算芯片,细分零部件/软件供给AI眼镜产业链环节。
wireless_connectivity_chip_industry,ai_glasses_compute_chip_industry,supply_to,无线连接芯片,AI眼镜计算芯片,细分零部件/软件供给AI眼镜产业链环节。
ai_glasses_memory_industry,ai_glasses_compute_chip_industry,supply_to,AI眼镜存储器,AI眼镜计算芯片,细分零部件/软件供给AI眼镜产业链环节。
ai_glasses_camera_module_industry,ai_glasses_perception_industry,supply_to,AI眼镜摄像头模组,AI眼镜感知模组,细分零部件/软件供给AI眼镜产业链环节。
eye_tracking_module_industry,ai_glasses_perception_industry,supply_to,眼动追踪模组,AI眼镜感知模组,细分零部件/软件供给AI眼镜产业链环节。
slam_sensor_industry,ai_glasses_perception_industry,supply_to,SLAM传感器,AI眼镜感知模组,细分零部件/软件供给AI眼镜产业链环节。
depth_sensor_industry,ai_glasses_perception_industry,supply_to,深度传感器,AI眼镜感知模组,细分零部件/软件供给AI眼镜产业链环节。
imu_wearable_industry,ai_glasses_perception_industry,supply_to,可穿戴IMU,AI眼镜感知模组,细分零部件/软件供给AI眼镜产业链环节。
ai_glasses_microphone_industry,ai_glasses_interaction_industry,supply_to,AI眼镜麦克风,AI眼镜交互模组,细分零部件/软件供给AI眼镜产业链环节。
ai_glasses_speaker_industry,ai_glasses_interaction_industry,supply_to,AI眼镜扬声器,AI眼镜交互模组,细分零部件/软件供给AI眼镜产业链环节。
bone_conduction_acoustic_industry,ai_glasses_interaction_industry,supply_to,骨传导声学模组,AI眼镜交互模组,细分零部件/软件供给AI眼镜产业链环节。
gesture_interaction_module_industry,ai_glasses_interaction_industry,supply_to,手势交互模组,AI眼镜交互模组,细分零部件/软件供给AI眼镜产业链环节。
wearable_battery_industry,ai_glasses_power_structure_industry,supply_to,可穿戴电池,AI眼镜电池与结构件,细分零部件/软件供给AI眼镜产业链环节。
ai_glasses_heat_dissipation_industry,ai_glasses_power_structure_industry,supply_to,AI眼镜散热,AI眼镜电池与结构件,细分零部件/软件供给AI眼镜产业链环节。
lightweight_structural_parts_industry,ai_glasses_power_structure_industry,supply_to,轻量化结构件,AI眼镜电池与结构件,细分零部件/软件供给AI眼镜产业链环节。
ai_glasses_assembly_industry,ai_glasses_power_structure_industry,supply_to,AI眼镜整机组装,AI眼镜电池与结构件,细分零部件/软件供给AI眼镜产业链环节。
ai_glasses_os_industry,ai_glasses_software_industry,supply_to,AI眼镜操作系统软件,AI眼镜软件,细分零部件/软件供给AI眼镜产业链环节。
spatial_computing_software_industry,ai_glasses_software_industry,supply_to,空间计算软件,AI眼镜软件,细分零部件/软件供给AI眼镜产业链环节。
multimodal_interaction_software_industry,ai_glasses_software_industry,supply_to,多模态交互软件,AI眼镜软件,细分零部件/软件供给AI眼镜产业链环节。
ai_glasses_edge_model_industry,ai_glasses_software_industry,supply_to,AI眼镜端侧大模型,AI眼镜软件,细分零部件/软件供给AI眼镜产业链环节。
edge_large_model_industry,ai_glasses_industry,supply_to,端侧大模型,AI眼镜,端侧AI能力供给AI眼镜终端。
phone_large_model_industry,ai_glasses_industry,supply_to,手机大模型,AI眼镜,端侧AI能力供给AI眼镜终端。
edge_ai_chip_industry,ai_glasses_industry,supply_to,边缘AI芯片,AI眼镜,端侧AI能力供给AI眼镜终端。
npu_industry,ai_glasses_industry,supply_to,NPU,AI眼镜,端侧AI能力供给AI眼镜终端。
low_power_ai_chip_industry,ai_glasses_industry,supply_to,低功耗AI芯片,AI眼镜,端侧AI能力供给AI眼镜终端。
epoxy_molding_underfill_material_industry,packaging_material_industry,is_a,环氧塑封料/底填胶,封装材料,补充细分叶子节点，用于承载A股标的映射。
robot_leadscrew_actuator_industry,humanoid_robot_actuator_component_industry,is_a,机器人丝杠/执行器,人形机器人执行部件,补充细分叶子节点，用于承载A股标的映射。
dexterous_hand_industry,humanoid_robot_actuator_component_industry,is_a,灵巧手,人形机器人执行部件,补充细分叶子节点，用于承载A股标的映射。
humanoid_robot_body_integration_industry,humanoid_robot_industry,is_a,人形机器人本体/系统集成,人形机器人,补充细分叶子节点，用于承载A股标的映射。
